recommender,prolificPID,recID,movieTitle,shouldWatch,order,sentence,classification
random-imdb,5f80019b6fa0e01d53854006,2,Pickup on South Street,TRUE,3,Inception's complex plot and suspenseful tone are echoed in the film's tense atmosphere and unexpected twists.,Sim
random-imdb,5f80019b6fa0e01d53854006,2,Pickup on South Street,TRUE,4,"If you disliked Whiplash's intense and sometimes violent scenes, Pickup on South Street's more subdued approach may be a welcome change.",Comp
random-imdb,5f80019b6fa0e01d53854006,2,Pickup on South Street,TRUE,5,"Planeta Singli 2 and Bad Boy's romantic-comedy elements are absent in Pickup on South Street, which instead offers a thrilling and suspenseful crime story.",Comp
random-imdb,5f80019b6fa0e01d53854006,2,Pickup on South Street,TRUE,6,"Overall, if you enjoy classic film noir and suspenseful crime dramas, Pickup on South Street may be a great choice for you.",Ev
random-imdb,5f80019b6fa0e01d53854006,3,Harry Potter and the Prisoner of Azkaban,TRUE,0,Harry Potter and the Prisoner of Azkaban is a must-watch for any fan of the series.,Ev
random-imdb,5f80019b6fa0e01d53854006,3,Harry Potter and the Prisoner of Azkaban,TRUE,1,The movie introduces new characters and expands on the magical world of Hogwarts.,NA
random-imdb,5f80019b6fa0e01d53854006,3,Harry Potter and the Prisoner of Azkaban,TRUE,2,"The storyline is darker and more complex than the previous movies, with a thrilling plot twist that keeps you on the edge of your seat.",Ev
random-imdb,5f80019b6fa0e01d53854006,3,Harry Potter and the Prisoner of Azkaban,TRUE,3,The film also features stunning visuals and a memorable soundtrack.,NA
random-imdb,5f80019b6fa0e01d53854006,3,Harry Potter and the Prisoner of Azkaban,TRUE,4,"Overall, Harry Potter and the Prisoner of Azkaban is a fantastic addition to the series and a great movie in its own right.",Ev
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,0,La La Land is a musical romantic comedy-drama film that tells the story of a jazz pianist and an aspiring actress who fall in love while pursuing their dreams in Los Angeles.,NA
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,1,"However, given the movie preferences of the person, it is not recommended to watch La La Land.",Cr
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,2,"The person mentioned that they enjoyed movies like The Godfather, The Wolf of Wall Street, and Inception, which are all intense and dramatic films with complex storylines.",Comm
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,3,"On the other hand, the person also mentioned that they disliked movies like Whiplash, Planeta Singli 2, and Bad Boy, which are all movies that are not musicals or romantic comedies.",Comm
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,4,"La La Land is a musical romantic comedy-drama film, which is the opposite of the movies that the person enjoyed and disliked.",Op
gpt-3.5-turbo,5f80019b6fa0e01d53854006,4,La La Land,FALSE,5,"Therefore, it is unlikely that the person will enjoy watching La La Land.",Ef
gpt-3.5-turbo,5f80019b6fa0e01d53854006,5,Transformers: Age of Extinction,FALSE,0,I would not recommend watching Transformers: Age of Extinction because it received negative reviews from both critics and audiences.,Ev
gpt-3.5-turbo,5f80019b6fa0e01d53854006,5,Transformers: Age of Extinction,FALSE,1,"The movie is known for its convoluted plot, excessive runtime, and lack of character development.",NA
gpt-3.5-turbo,5f80019b6fa0e01d53854006,5,Transformers: Age of Extinction,FALSE,2,"Additionally, the film relies heavily on CGI and action sequences, which can become tiresome and repetitive.",NA
gpt-3.5-turbo,5f80019b6fa0e01d53854006,5,Transformers: Age of Extinction,FALSE,3,"Overall, there are better options for action and sci-fi movies that offer more engaging storytelling and character development.",Comp
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,0,Captain America: The First Avenger is a great movie for someone who enjoys epic adventures with a strong hero.,Ev
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,1,The Lord of the Rings trilogy is also an epic adventure with a hero who fights for what is right.,Sim
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,2,Captain America is a similar hero who fights for justice and freedom.,Sim
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,3,"The movie has a great storyline, amazing action scenes, and a fantastic cast.",NA
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,4,"It also has a similar theme of good vs. evil, which is present in The Lord of the Rings movies.",Sim
random-imdb,5c48734767be2c0001074eb6,2,Captain America: The First Avenger,TRUE,5,"If you enjoyed The Lord of the Rings trilogy, you will definitely enjoy Captain America: The First Avenger.",An
gpt-3.5-turbo,5c48734767be2c0001074eb6,3,Inception,TRUE,0,Inception is a must-watch movie for anyone who loves mind-bending thrillers.,Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,3,Inception,TRUE,1,"The movie is a masterpiece of storytelling, with a complex plot that keeps you on the edge of your seat.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,3,Inception,TRUE,2,"The film explores the concept of dreams and the subconscious mind, and the visuals are stunning.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,3,Inception,TRUE,3,"The cast, led by Leonardo DiCaprio, is outstanding, and the action sequences are breathtaking.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,3,Inception,TRUE,4,"If you're looking for a movie that will challenge your mind and leave you thinking long after the credits roll, Inception is the perfect choice.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,4,The Room,FALSE,0,"You should not watch the movie ""The Room"" because it is widely considered to be one of the worst movies ever made.",Po
gpt-3.5-turbo,5c48734767be2c0001074eb6,4,The Room,FALSE,1,"The acting is terrible, the plot is nonsensical, and the production values are extremely low.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,4,The Room,FALSE,2,"While some people enjoy watching bad movies for their entertainment value, ""The Room"" is so bad that it may not even be enjoyable in that way.",Ev
gpt-3.5-turbo,5c48734767be2c0001074eb6,4,The Room,FALSE,3,Save yourself the time and watch something else instead.,Pra
gpt-3.5-turbo,5c48734767be2c0001074eb6,5,Gigli,FALSE,0,"Someone with the movie preferences of enjoying The Lord of the Rings trilogy and disliking Lord of War, Bloody Pit of Horror, and Christina Aguilera: Ven conmigo - Solamente tú should not watch the movie Gigli.",Cr
gpt-3.5-turbo,5c48734767be2c0001074eb6,5,Gigli,FALSE,1,Gigli is a romantic comedy that received negative reviews and was considered a box office bomb.,NA
gpt-3.5-turbo,5c48734767be2c0001074eb6,5,Gigli,FALSE,2,"It is unlikely to appeal to someone who enjoys epic fantasy movies like The Lord of the Rings trilogy and dislikes movies like Lord of War, Bloody Pit of Horror, and Christina Aguilera: Ven conmigo - Solamente tú.",Cr
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,0,The Godfather,TRUE,0,"The Godfather is a cinematic masterpiece that should be watched by anyone who appreciates great storytelling, acting, and direction.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,0,The Godfather,TRUE,1,"The film is a gripping tale of power, family, and loyalty that takes the viewer on a journey through the world of organized crime.",NA
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,0,The Godfather,TRUE,2,"With iconic performances by Marlon Brando and Al Pacino, The Godfather is a must-see for anyone who loves movies.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,0,The Godfather,TRUE,3,"The film's themes of loyalty, betrayal, and the corrupting influence of power are as relevant today as they were when the movie was first released in 1972.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,0,The Godfather,TRUE,4,"If you want to experience one of the greatest films ever made, then you should definitely watch The Godfather.",Ev
random-imdb,614de004f576a3cff5f8dcd1,1,Rear Window,TRUE,0,Rear Window is a classic thriller that follows a wheelchair-bound photographer who suspects his neighbor of murder.,NA
random-imdb,614de004f576a3cff5f8dcd1,1,Rear Window,TRUE,1,"If you enjoy suspenseful movies with a strong plot and well-developed characters, Rear Window is a great choice.",Ev
random-imdb,614de004f576a3cff5f8dcd1,1,Rear Window,TRUE,2,The movie's focus on voyeurism and the tension that builds as the protagonist becomes more and more convinced of his neighbor's guilt will keep you on the edge of your seat.,Ev
random-imdb,614de004f576a3cff5f8dcd1,1,Rear Window,TRUE,3,"Additionally, if you appreciate movies that are considered classics, Rear Window is a must-see.",Po
random-imdb,614de004f576a3cff5f8dcd1,1,Rear Window,TRUE,4,"Despite being released in 1954, the movie's themes and storytelling remain relevant and engaging to this day.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,2,The Lion King,TRUE,0,The Lion King is a great recommendation for someone who enjoys animated movies with a strong storyline and memorable characters.,Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,2,The Lion King,TRUE,1,"As a fan of Moana and Shrek, you may appreciate the similar themes of adventure, self-discovery, and overcoming obstacles.",Sim
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,2,The Lion King,TRUE,2,"Additionally, The Lion King has a great soundtrack and stunning visuals that are sure to captivate you.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,2,The Lion King,TRUE,3,"Even if you didn't enjoy Ghostbusters or Fifty Shades of Black, The Lion King is a classic that has stood the test of time and is beloved by many.",Po
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,2,The Lion King,TRUE,4,Give it a chance and you may be pleasantly surprised!,Ev
random-imdb,614de004f576a3cff5f8dcd1,3,Mary Poppins,TRUE,0,"If you're looking for a classic family-friendly movie with catchy songs, memorable characters, and a heartwarming story, then Mary Poppins is a must-watch.",Ev
random-imdb,614de004f576a3cff5f8dcd1,3,Mary Poppins,TRUE,1,This beloved Disney film follows the magical nanny Mary Poppins as she helps the Banks family rediscover the joy and wonder of life.,NA
random-imdb,614de004f576a3cff5f8dcd1,3,Mary Poppins,TRUE,2,"With its charming mix of live-action and animation, Mary Poppins is a timeless tale that has entertained generations of viewers.",Ev
random-imdb,614de004f576a3cff5f8dcd1,3,Mary Poppins,TRUE,3,"So, if you're in the mood for a feel-good movie that will leave you humming tunes like ""Supercalifragilisticexpialidocious,"" then Mary Poppins is the perfect choice.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,4,Moana,FALSE,0,Moana is a great movie with a lot of positive messages and beautiful animation.,Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,4,Moana,FALSE,1,"However, if you are not a fan of musicals, this movie may not be for you.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,4,Moana,FALSE,2,"The movie features several musical numbers that are integral to the plot, so if you find yourself getting bored or annoyed by musicals, you may want to skip this one.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,4,Moana,FALSE,3,"Additionally, if you are looking for a more serious or dramatic movie, Moana is a lighthearted adventure story that may not meet your expectations.",Ev
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,5,Lucy,FALSE,0,"Someone with these movie preferences should not watch the movie Lucy because it is a sci-fi action movie that may not appeal to those who disliked Fifty Shades of Black and 365 Days, which are both erotic movies, and Ghostbusters, which is a comedy.",Cr
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,5,Lucy,FALSE,1,"Lucy is about a woman who gains superhuman abilities after being exposed to a drug, and it has a lot of action scenes and special effects.",NA
gpt-3.5-turbo,614de004f576a3cff5f8dcd1,5,Lucy,FALSE,2,"If you prefer movies with a different genre or tone, Lucy may not be the best choice for you.",Pra
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,0,The Shawshank Redemption,TRUE,0,The Shawshank Redemption is a classic movie that tells the story of a man who is wrongfully convicted of murder and sent to prison.,NA
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,0,The Shawshank Redemption,TRUE,1,"Despite the harsh conditions, he forms a bond with a fellow inmate and finds hope in the midst of despair.",NA
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,0,The Shawshank Redemption,TRUE,2,"If you enjoy movies with complex characters and themes of redemption, then The Shawshank Redemption is a must-watch.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,0,The Shawshank Redemption,TRUE,3,"It has a similar tone to Eternal Sunshine of the Spotless Mind, which also explores the human psyche and relationships.",Sim
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,0,The Shawshank Redemption,TRUE,4,"Additionally, if you disliked Titanic and High School Musical for their overly sentimental and predictable plots, then The Shawshank Redemption will be a refreshing change of pace with its gritty realism and unexpected twists.",Comp
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,1,The Godfather,TRUE,0,"The Godfather is a cinematic masterpiece that should be watched by anyone who appreciates great storytelling, acting, and direction.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,1,The Godfather,TRUE,1,"The film is a gripping tale of power, family, and loyalty that takes the viewer on a journey through the world of organized crime.",NA
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,1,The Godfather,TRUE,2,"With iconic performances by Marlon Brando and Al Pacino, The Godfather is a must-see for anyone who loves movies.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,1,The Godfather,TRUE,3,"The film's themes of loyalty, betrayal, and the corrupting influence of power are as relevant today as they were when the movie was first released in 1972.",NA
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,1,The Godfather,TRUE,4,"If you want to experience one of the greatest films ever made, then you should definitely watch The Godfather.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,2,Star Wars: Episode VI - Return of the Jedi,TRUE,0,"Star Wars: Episode VI - Return of the Jedi is a classic sci-fi movie that features a thrilling storyline, iconic characters, and impressive special effects.",NA
random-imdb,5eef7da8a4868b05c902ef2d,2,Star Wars: Episode VI - Return of the Jedi,TRUE,1,"If you enjoy movies with complex characters and unexpected plot twists, then you may like this movie.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,2,Star Wars: Episode VI - Return of the Jedi,TRUE,2,"Additionally, if you appreciate movies with a strong sense of adventure and a grand scale, then you may also enjoy this film.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,2,Star Wars: Episode VI - Return of the Jedi,TRUE,3,"While it may not have the same dark and brooding tone as some of your favorite movies, it offers a unique and exciting experience that is sure to entertain.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,2,Star Wars: Episode VI - Return of the Jedi,TRUE,4,"Overall, Star Wars: Episode VI - Return of the Jedi is a must-watch for any fan of the sci-fi genre.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,3,No Country for Old Men,TRUE,0,No Country for Old Men is a must-watch movie for those who enjoy suspenseful thrillers.,Ev
random-imdb,5eef7da8a4868b05c902ef2d,3,No Country for Old Men,TRUE,1,"The film is a masterclass in tension-building, with a gripping plot that keeps you on the edge of your seat.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,3,No Country for Old Men,TRUE,2,"The performances are outstanding, particularly Javier Bardem's chilling portrayal of the villainous Anton Chigurh.",Ev
random-imdb,5eef7da8a4868b05c902ef2d,3,No Country for Old Men,TRUE,3,The movie also explores deeper themes of morality and the inevitability of aging.,Ev
random-imdb,5eef7da8a4868b05c902ef2d,3,No Country for Old Men,TRUE,4,"Overall, No Country for Old Men is a cinematic masterpiece that should not be missed.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,4,Transformers,FALSE,0,Transformers may not be the best choice for someone who is looking for a movie with a strong plot and well-developed characters.,Cr
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,4,Transformers,FALSE,1,"The movie is primarily focused on action and special effects, which can be entertaining for some viewers, but may not be enough to hold the attention of others.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,4,Transformers,FALSE,2,"Additionally, the humor in the movie can be hit or miss, and some of the dialogue can come across as cheesy or forced.",Ev
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,4,Transformers,FALSE,3,"Overall, if you're looking for a movie with substance and depth, Transformers may not be the best choice.",Cr
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,5,The Emoji Movie,FALSE,0,"Someone with the movie preferences of liking Eternal Sunshine of the Spotless Mind, What Ever Happened to Baby Jane?, and Joker, and disliking Miracle in Cell No. 7, Titanic, and High School Musical, should not watch The Emoji Movie because it is a children's movie with a simplistic plot and humor that may not appeal to their taste.",Cr
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,5,The Emoji Movie,FALSE,1,"The Emoji Movie is a computer-animated film that follows the story of an emoji named Gene who wants to be a ""normal"" emoji like his parents.",NA
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,5,The Emoji Movie,FALSE,2,"The movie received negative reviews from critics and audiences alike, with many criticizing its lack of originality and humor.",Po
gpt-3.5-turbo,5eef7da8a4868b05c902ef2d,5,The Emoji Movie,FALSE,3,"Given the person's preferences for more complex and thought-provoking movies, The Emoji Movie may not provide the same level of entertainment or satisfaction.",Ev
gpt-3.5-turbo,632c3c38b5c143718e869a30,0,Moonlight,TRUE,0,Moonlight is a powerful and emotional film that explores the life of a young black man growing up in Miami.,NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,0,Moonlight,TRUE,1,"The movie is divided into three chapters, each one depicting a different stage in the protagonist's life.",NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,0,Moonlight,TRUE,2,The film is beautifully shot and features outstanding performances from its cast.,NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,0,Moonlight,TRUE,3,"It deals with themes of identity, sexuality, and the struggle to find one's place in the world.",NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,0,Moonlight,TRUE,4,Moonlight is a must-see movie that will leave you moved and thinking long after the credits roll.,Ev
gpt-3.5-turbo,632c3c38b5c143718e869a30,1,The Grand Budapest Hotel,TRUE,0,The Grand Budapest Hotel is a quirky and visually stunning film that tells the story of a legendary concierge and his loyal lobby boy as they navigate a series of misadventures in a fictional European country.,NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,1,The Grand Budapest Hotel,TRUE,1,"If you enjoyed the whimsical and charming nature of Paddington 2, you may appreciate the similar sense of humor and heart in The Grand Budapest Hotel.",Sim
gpt-3.5-turbo,632c3c38b5c143718e869a30,1,The Grand Budapest Hotel,TRUE,2,"Additionally, if you appreciated the strong female characters and coming-of-age themes in Lady Bird, you may enjoy the complex and nuanced female characters in The Grand Budapest Hotel.",Sim
gpt-3.5-turbo,632c3c38b5c143718e869a30,1,The Grand Budapest Hotel,TRUE,3,"While The Godfather, Ghostbusters, and Tenet may not have been to your liking, The Grand Budapest Hotel offers a unique and refreshing cinematic experience that may surprise and delight you.",Comp
random-imdb,632c3c38b5c143718e869a30,2,Catch Me If You Can,TRUE,0,"Catch Me If You Can is a movie that someone with these preferences should watch because it has elements of both drama and comedy, similar to Lady Bird.",Sim
random-imdb,632c3c38b5c143718e869a30,2,Catch Me If You Can,TRUE,1,"The movie also features a charismatic and likable lead character, played by Leonardo DiCaprio, who is constantly on the run from the law, which may appeal to fans of Paddington 2.",Comp
random-imdb,632c3c38b5c143718e869a30,2,Catch Me If You Can,TRUE,2,"Additionally, the movie has a clever and intricate plot, which may be appreciated by those who enjoyed 10 Things I Hate About You.",Comp
random-imdb,632c3c38b5c143718e869a30,2,Catch Me If You Can,TRUE,3,"While Catch Me If You Can may not have the same level of action as Tenet, it does have a thrilling cat-and-mouse game between the protagonist and the FBI agent, played by Tom Hanks.",Comp
random-imdb,632c3c38b5c143718e869a30,2,Catch Me If You Can,TRUE,4,"Overall, Catch Me If You Can is a well-crafted movie that combines drama, comedy, and suspense, making it a great recommendation for someone with these movie preferences.",Ev
random-imdb,632c3c38b5c143718e869a30,3,Shakespeare in Love,TRUE,0,"If you are a fan of romantic comedies, period dramas, or Shakespearean plays, then you should definitely watch ""Shakespeare in Love"".",Ev
random-imdb,632c3c38b5c143718e869a30,3,Shakespeare in Love,TRUE,1,"This movie is a delightful and witty fictionalized account of how William Shakespeare came to write his famous play ""Romeo and Juliet"".",NA
random-imdb,632c3c38b5c143718e869a30,3,Shakespeare in Love,TRUE,2,"It features a talented cast, including Gwyneth Paltrow, Joseph Fiennes, and Judi Dench, who deliver charming performances.",NA
random-imdb,632c3c38b5c143718e869a30,3,Shakespeare in Love,TRUE,3,"The film is also visually stunning, with beautiful costumes and sets that transport you back to Elizabethan England.",NA
random-imdb,632c3c38b5c143718e869a30,3,Shakespeare in Love,TRUE,4,"Overall, ""Shakespeare in Love"" is a must-see for anyone who loves a good love story or appreciates the works of William Shakespeare.",Ev
gpt-3.5-turbo,632c3c38b5c143718e869a30,4,The Godfather: Part II,FALSE,0,"I'm sorry, but as an AI language model, I cannot provide biased or subjective opinions on movies.",NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,4,The Godfather: Part II,FALSE,1,"However, I can tell you that The Godfather: Part II is widely regarded as a cinematic masterpiece and has won numerous awards.",Po
gpt-3.5-turbo,632c3c38b5c143718e869a30,4,The Godfather: Part II,FALSE,2,"It is a sequel to the highly acclaimed movie The Godfather and is known for its complex characters, intricate plot, and stunning cinematography.",NA
gpt-3.5-turbo,632c3c38b5c143718e869a30,4,The Godfather: Part II,FALSE,3,"If you enjoyed the first movie, you may like this one as well.",Sim
gpt-3.5-turbo,632c3c38b5c143718e869a30,5,Ghostbusters (2016),FALSE,0,Someone with these movie preferences should not watch Ghostbusters (2016) because it falls under the category of movies that they disliked or hated.,Cr
gpt-3.5-turbo,632c3c38b5c143718e869a30,5,Ghostbusters (2016),FALSE,1,"The person mentioned that they really disliked or hated Ghostbusters, which means that they may not enjoy watching a similar movie.",Sim
gpt-3.5-turbo,632c3c38b5c143718e869a30,5,Ghostbusters (2016),FALSE,2,"Instead, they may want to watch movies that are similar to their favorite movies such as Paddington 2, 10 Things I Hate About You, and Lady Bird.",Sim
gpt-3.5-turbo,632c3c38b5c143718e869a30,5,Ghostbusters (2016),FALSE,3,"For example, they may enjoy watching other coming-of-age movies like The Perks of Being a Wallflower or Juno.",Sim
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,0,Midsommar,TRUE,0,Midsommar is a horror movie that tells the story of a group of friends who travel to a remote Swedish village to participate in a festival that only occurs once every 90 years.,NA
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,0,Midsommar,TRUE,1,The movie has a unique and unsettling atmosphere that is both beautiful and terrifying.,NA
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,0,Midsommar,TRUE,2,"If you enjoyed the dark and disturbing themes of Bad Boy Bubby and Angst, you may appreciate the unsettling and eerie tone of Midsommar.",Sim
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,0,Midsommar,TRUE,3,"Additionally, if you disliked the mainstream and predictable nature of Need for Speed, Captain Marvel, and Avengers: Endgame, you may appreciate the unconventional and unpredictable nature of Midsommar.",Comp
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,0,Midsommar,TRUE,4,"Overall, if you are a fan of horror movies that are both visually stunning and psychologically disturbing, Midsommar may be a good choice for you.",Ev
random-imdb,5f733312e59fd2000a74b8cf,1,A Quiet Place,TRUE,0,A Quiet Place is a movie that someone with a taste for suspenseful horror movies should watch.,Ev
random-imdb,5f733312e59fd2000a74b8cf,1,A Quiet Place,TRUE,1,The movie is about a family that must live in silence to avoid being hunted by creatures that are attracted to sound.,NA
random-imdb,5f733312e59fd2000a74b8cf,1,A Quiet Place,TRUE,2,"The tension and fear that the movie creates are similar to the movies Bad Boy Bubby, Suspiria, and Angst, which were mentioned as favorites.",Sim
random-imdb,5f733312e59fd2000a74b8cf,1,A Quiet Place,TRUE,3,"Additionally, the dislike for action movies like Need for Speed and superhero movies like Captain Marvel and Avengers: Endgame suggests that the person may prefer movies that are more grounded in reality and have a more serious tone.",Cr
random-imdb,5f733312e59fd2000a74b8cf,1,A Quiet Place,TRUE,4,A Quiet Place fits this description and is a well-crafted movie that will keep the viewer on the edge of their seat.,Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,0,Toy Story 3 is a must-watch movie for all ages.,Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,1,It is a heartwarming and emotional story that will make you laugh and cry.,Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,2,The movie has a great storyline that follows the beloved toys as they face new challenges and adventures.,Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,3,"The animation is top-notch, and the characters are well-developed and relatable.",Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,4,The movie also has a great message about growing up and letting go of the past.,Ev
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,5,"If you enjoyed the previous Toy Story movies, you will love this one.",Sim
random-imdb,5f733312e59fd2000a74b8cf,2,Toy Story 3,TRUE,6,"Even if you haven't seen the previous movies, Toy Story 3 is a standalone movie that will leave you feeling satisfied and entertained.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,3,The Witch,TRUE,0,"If you're a fan of horror movies, you should definitely watch ""The Witch"".",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,3,The Witch,TRUE,1,"This movie is a slow-burning, atmospheric horror film that will keep you on the edge of your seat.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,3,The Witch,TRUE,2,It's set in 17th century New England and follows a family who are banished from their community and forced to live on the edge of a dark and foreboding forest.,NA
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,3,The Witch,TRUE,3,"As strange and terrifying things begin to happen, the family begins to suspect that there is an evil presence lurking in the woods.",NA
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,3,The Witch,TRUE,4,"""The Witch"" is a masterclass in tension and suspense, and it's sure to leave you feeling unsettled long after the credits roll.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,4,Transformers: Age of Extinction,FALSE,0,"Someone with a preference for movies like Bad Boy Bubby, Suspiria, and Angst, and a dislike for movies like Need for Speed, Captain Marvel, and Avengers: Endgame, may not enjoy Transformers: Age of Extinction.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,4,Transformers: Age of Extinction,FALSE,1,"This movie is an action-packed science fiction film with a lot of special effects and explosions, which may not appeal to someone who prefers more psychological and suspenseful movies.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,4,Transformers: Age of Extinction,FALSE,2,"Additionally, the Transformers franchise is known for its over-the-top action and humor, which may not be to everyone's taste.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,4,Transformers: Age of Extinction,FALSE,3,"Therefore, if you are looking for a movie that is more character-driven and less focused on action and special effects, you may want to skip Transformers: Age of Extinction.",Pra
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,5,The Lion King (2019),FALSE,0,"The Lion King (2019) is a visually stunning movie with impressive CGI, but it lacks the heart and soul of the original animated classic.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,5,The Lion King (2019),FALSE,1,"The film's photorealistic animation makes it difficult for the animals to convey emotions, resulting in a lack of emotional connection with the characters.",Ev
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,5,The Lion King (2019),FALSE,2,"Additionally, the movie follows the original story almost beat for beat, leaving little room for surprises or new interpretations.",NA
gpt-3.5-turbo,5f733312e59fd2000a74b8cf,5,The Lion King (2019),FALSE,3,"Overall, while the movie may be visually impressive, it fails to capture the magic of the original and may leave viewers feeling underwhelmed.",Ev
random-imdb,60fcacf3513b15a2eefe3245,0,Notorious,TRUE,0,Notorious is a classic spy thriller directed by Alfred Hitchcock.,NA
random-imdb,60fcacf3513b15a2eefe3245,0,Notorious,TRUE,1,"The movie features a gripping plot, excellent performances, and stunning cinematography.",NA
random-imdb,60fcacf3513b15a2eefe3245,0,Notorious,TRUE,2,The story revolves around a woman who is recruited by the government to spy on a group of Nazis in South America.,NA
random-imdb,60fcacf3513b15a2eefe3245,0,Notorious,TRUE,3,"The movie is a perfect blend of suspense, romance, and drama.",NA
random-imdb,60fcacf3513b15a2eefe3245,0,Notorious,TRUE,4,"The chemistry between the lead actors, Ingrid Bergman and Cary Grant, is palpable.",NA
